RNA_Name,Sequence_Length,GC_Content,AT_Content,A_Count,C_Count,G_Count,T_Count,N_Count,Max_Streak,Start_Codon,Max_Palindrome_Length,Melting_Temp,Molecular_Weight,Codon_Usage_Bias,Entropy,Linguistic_Complexity,Repeat_Region_Count,Dinucleotide_AA,Dinucleotide_AC,Dinucleotide_AG,Dinucleotide_AT,Dinucleotide_CA,Dinucleotide_CC,Dinucleotide_CG,Dinucleotide_CT,Dinucleotide_GA,Dinucleotide_GC,Dinucleotide_GG,Dinucleotide_GT,Dinucleotide_TA,Dinucleotide_TC,Dinucleotide_TG,Dinucleotide_TT
leader,123,0.34959349593495936,0.6504065040650406,34,18,25,46,0,7,0,1,13,54.42833333333334,38077.369999999966,4.326706577630513,1.916395469961485,0.6991869918699187,0.10655737704918032,0.02459016393442623,0.04918032786885246,0.09836065573770492,0.03278688524590164,0.02459016393442623,0.03278688524590164,0.04918032786885246,0.05737704918032787,0.01639344262295082,0.03278688524590164,0.09836065573770492,0.08196721311475409,0.07377049180327869,0.09016393442622951,0.13114754098360656,93
leader,117,0.49572649572649574,0.5042735042735043,35,32,26,24,0,5,0,1,7,60.41978632478633,36076.12999999996,4.78515157772566,1.9833951616171654,0.6923076923076923,0.11206896551724138,0.0603448275862069,0.07758620689655173,0.04310344827586207,0.08620689655172414,0.08620689655172414,0.04310344827586207,0.0603448275862069,0.0603448275862069,0.06896551724137931,0.05172413793103448,0.04310344827586207,0.04310344827586207,0.0603448275862069,0.05172413793103448,0.05172413793103448,53
leader,119,0.47058823529411764,0.5294117647058824,35,26,30,28,0,5,0,1,8,59.38911764705883,36874.64999999996,4.887715680289761,1.9910447048994504,0.7394957983193278,0.1016949152542373,0.0423728813559322,0.059322033898305086,0.0847457627118644,0.03389830508474576,0.05084745762711865,0.059322033898305086,0.07627118644067797,0.11016949152542373,0.06779661016949153,0.05084745762711865,0.025423728813559324,0.05084745762711865,0.05084745762711865,0.0847457627118644,0.05084745762711865,70
leader,118,0.3898305084745763,0.6101694915254238,37,19,27,35,0,4,0,1,9,56.07805084745763,36618.50999999995,4.445533308550364,1.9558018168602587,0.7796610169491526,0.10256410256410256,0.042735042735042736,0.05128205128205128,0.1111111111111111,0.09401709401709402,0,0.02564102564102564,0.042735042735042736,0.09401709401709402,0.05982905982905983,0.02564102564102564,0.05128205128205128,0.02564102564102564,0.05982905982905983,0.1282051282051282,0.08547008547008547,60
leader,119,0.44537815126050423,0.5546218487394958,35,31,22,31,0,7,0,0,7,58.35550420168068,36599.43999999998,4.4261772187513015,1.9805944654333167,0.6386554621848739,0.11016949152542373,0.07627118644067797,0.05084745762711865,0.059322033898305086,0.09322033898305085,0.06779661016949153,0.03389830508474576,0.06779661016949153,0.025423728813559324,0.06779661016949153,0.06779661016949153,0.025423728813559324,0.06779661016949153,0.0423728813559322,0.03389830508474576,0.11016949152542373,107
leader,117,0.41025641025641024,0.5897435897435898,31,23,25,38,0,9,0,1,11,56.915512820512824,36150.11999999997,4.477459270033352,1.971735139527603,0.7008547008547008,0.0603448275862069,0.0603448275862069,0.05172413793103448,0.09482758620689655,0.06896551724137931,0.04310344827586207,0.017241379310344827,0.06896551724137931,0.04310344827586207,0.06896551724137931,0.06896551724137931,0.034482758620689655,0.09482758620689655,0.02586206896551724,0.07758620689655173,0.1206896551724138,96
leader,148,0.46621621621621623,0.5337837837837838,37,37,32,42,0,7,0,1,8,59.20986486486487,45599.12999999996,5.068691731826158,1.9933933601340157,0.7162162162162162,0.07482993197278912,0.09523809523809523,0.047619047619047616,0.034013605442176874,0.061224489795918366,0.04081632653061224,0.06802721088435375,0.08163265306122448,0.047619047619047616,0.06802721088435375,0.047619047619047616,0.05442176870748299,0.06802721088435375,0.047619047619047616,0.047619047619047616,0.11564625850340136,131
leader,138,0.41304347826086957,0.5869565217391305,35,32,25,46,0,7,0,1,7,57.029782608695655,42439.09999999996,4.50771291359613,1.9657334399950925,0.6956521739130435,0.072992700729927,0.072992700729927,0.0364963503649635,0.072992700729927,0.06569343065693431,0.043795620437956206,0.06569343065693431,0.058394160583941604,0.021897810218978103,0.06569343065693431,0.0364963503649635,0.058394160583941604,0.0948905109489051,0.043795620437956206,0.043795620437956206,0.145985401459854,99
leader,101,0.45544554455445546,0.5445544554455446,29,25,21,26,0,7,0,1,8,58.76826732673268,31134.939999999955,4.294246013232288,1.9906079960875365,0.6336633663366337,0.11,0.06,0.04,0.08,0.1,0.08,0.05,0.02,0,0.06,0.08,0.07,0.07,0.05,0.04,0.09,38
leader,100,0.54,0.46,20,25,29,26,0,7,0,0,9,62.23500000000001,30949.72999999997,4.245469029158445,1.987577708049891,0.67,0.08080808080808081,0.050505050505050504,0.06060606060606061,0.010101010101010102,0.050505050505050504,0.04040404040404041,0.050505050505050504,0.10101010101010101,0.04040404040404041,0.10101010101010101,0.10101010101010101,0.050505050505050504,0.030303030303030304,0.050505050505050504,0.08080808080808081,0.10101010101010101,53
leader,101,0.46534653465346537,0.5346534653465347,31,25,22,23,0,6,0,1,9,59.174207920792085,31177.99999999996,4.741363816328152,1.9866678098241404,0.6336633663366337,0.14,0.07,0.04,0.05,0.08,0.07,0.07,0.03,0.03,0.07,0.06,0.06,0.05,0.04,0.05,0.09,55
leader,99,0.5151515151515151,0.48484848484848486,22,26,25,26,0,6,0,1,8,61.21621212121212,30548.489999999958,4.657882376868653,1.9967630271732921,0.7575757575757576,0.05102040816326531,0.05102040816326531,0.07142857142857142,0.05102040816326531,0.07142857142857142,0.04081632653061224,0.10204081632653061,0.05102040816326531,0.05102040816326531,0.08163265306122448,0.05102040816326531,0.07142857142857142,0.05102040816326531,0.08163265306122448,0.030612244897959183,0.09183673469387756,33
leader,123,0.4796747967479675,0.5203252032520326,28,26,33,36,0,8,0,1,10,59.76166666666667,38103.32999999998,4.668169992264659,1.9880455908674226,0.6585365853658537,0.06557377049180328,0.02459016393442623,0.04918032786885246,0.09016393442622951,0.05737704918032787,0.05737704918032787,0.04918032786885246,0.04918032786885246,0.08196721311475409,0.05737704918032787,0.09836065573770492,0.03278688524590164,0.02459016393442623,0.07377049180327869,0.07377049180327869,0.11475409836065574,79
leader,92,0.4782608695652174,0.5217391304347826,27,24,20,21,0,5,0,1,9,59.70369565217392,28369.179999999968,4.481727678869736,1.9898848870154628,0.6630434782608695,0.10989010989010989,0.054945054945054944,0.054945054945054944,0.07692307692307693,0.07692307692307693,0.0989010989010989,0.02197802197802198,0.054945054945054944,0.06593406593406594,0.04395604395604396,0.06593406593406594,0.04395604395604396,0.04395604395604396,0.054945054945054944,0.07692307692307693,0.054945054945054944,27
leader,127,0.3858267716535433,0.6141732283464567,38,20,29,40,0,7,0,1,7,55.91389763779528,39400.26999999995,4.737322779818596,1.9523194894273028,0.6771653543307087,0.10317460317460317,0.023809523809523808,0.0873015873015873,0.0873015873015873,0.015873015873015872,0.047619047619047616,0.06349206349206349,0.031746031746031744,0.07142857142857142,0.05555555555555555,0.031746031746031744,0.06349206349206349,0.10317460317460317,0.031746031746031744,0.047619047619047616,0.1349206349206349,88
leader,162,0.4074074074074074,0.5925925925925926,50,30,36,46,0,7,0,1,11,56.79870370370371,50180.2,4.898134492784018,1.9719445869121703,0.6790123456790124,0.11801242236024845,0.06832298136645963,0.07453416149068323,0.043478260869565216,0.049689440993788817,0.031055900621118012,0.037267080745341616,0.06832298136645963,0.062111801242236024,0.043478260869565216,0.055900621118012424,0.062111801242236024,0.07453416149068323,0.043478260869565216,0.055900621118012424,0.11180124223602485,90
leader,150,0.46,0.54,42,34,35,39,0,6,0,1,6,58.955000000000005,46372.699999999975,5.203856189774726,1.9947742872430745,0.72,0.0738255033557047,0.040268456375838924,0.06711409395973154,0.10067114093959731,0.06711409395973154,0.08053691275167785,0.026845637583892617,0.04697986577181208,0.06711409395973154,0.06711409395973154,0.053691275167785234,0.04697986577181208,0.06711409395973154,0.040268456375838924,0.087248322147651,0.06711409395973154,63
leader,127,0.3700787401574803,0.6299212598425197,39,23,24,41,0,5,0,1,9,55.2682283464567,39239.15999999997,4.814587363100419,1.9503276495155664,0.7007874015748031,0.09523809523809523,0.03968253968253968,0.07142857142857142,0.09523809523809523,0.023809523809523808,0.05555555555555555,0.031746031746031744,0.07142857142857142,0.05555555555555555,0.023809523809523808,0.047619047619047616,0.06349206349206349,0.12698412698412698,0.06349206349206349,0.03968253968253968,0.09523809523809523,114
leader,154,0.4675324675324675,0.5324675324675324,35,33,39,47,0,4,0,1,8,59.263831168831175,47641.40999999998,4.907336126115538,1.9863561894197101,0.7272727272727273,0.06535947712418301,0.0457516339869281,0.06535947712418301,0.05228758169934641,0.032679738562091505,0.05228758169934641,0.0457516339869281,0.0784313725490196,0.06535947712418301,0.0784313725490196,0.0457516339869281,0.06535947712418301,0.06535947712418301,0.0392156862745098,0.09803921568627451,0.10457516339869281,66
leader,133,0.3383458646616541,0.6616541353383458,43,22,23,45,0,5,0,1,9,53.967180451127824,41090.369999999966,4.851365993588126,1.9228599213180513,0.8120300751879699,0.06060606060606061,0.07575757575757576,0.06060606060606061,0.12121212121212122,0.05303030303030303,0.015151515151515152,0.045454545454545456,0.05303030303030303,0.05303030303030303,0.030303030303030304,0.015151515151515152,0.07575757575757576,0.15151515151515152,0.045454545454545456,0.05303030303030303,0.09090909090909091,89
leader,133,0.3458646616541353,0.6541353383458647,46,21,25,41,0,6,0,1,11,54.27545112781955,41182.47999999997,4.669547811769944,1.9268722641426477,0.6466165413533834,0.1590909090909091,0.030303030303030304,0.08333333333333333,0.07575757575757576,0.03787878787878788,0.015151515151515152,0.045454545454545456,0.05303030303030303,0.06818181818181818,0.05303030303030303,0.030303030303030304,0.03787878787878788,0.07575757575757576,0.06060606060606061,0.030303030303030304,0.14393939393939395,101
leader,150,0.38,0.62,41,24,33,52,0,5,0,1,11,55.675000000000004,46463.73999999997,4.47127238011291,1.9449080005704482,0.6466666666666666,0.11409395973154363,0.026845637583892617,0.04697986577181208,0.08053691275167785,0.040268456375838924,0.03355704697986577,0.03355704697986577,0.053691275167785234,0.04697986577181208,0.06040268456375839,0.053691275167785234,0.06040268456375839,0.0738255033557047,0.040268456375838924,0.087248322147651,0.1476510067114094,126
leader,134,0.44029850746268656,0.5597014925373134,32,26,33,43,0,7,0,1,7,58.147238805970154,41485.49999999997,4.743300368538956,1.976493495960104,0.7238805970149254,0.03759398496240601,0.03759398496240601,0.07518796992481203,0.09022556390977443,0.06015037593984962,0.03759398496240601,0.05263157894736842,0.045112781954887216,0.08270676691729323,0.06766917293233082,0.05263157894736842,0.045112781954887216,0.06015037593984962,0.045112781954887216,0.06766917293233082,0.14285714285714285,78
leader,163,0.5398773006134969,0.4601226993865031,37,41,47,38,0,4,0,1,7,62.22996932515338,50477.23999999998,5.069340279780991,1.9935359563334223,0.7361963190184049,0.043209876543209874,0.04938271604938271,0.08641975308641975,0.043209876543209874,0.06172839506172839,0.04938271604938271,0.08024691358024691,0.06172839506172839,0.09259259259259259,0.09259259259259259,0.07407407407407407,0.030864197530864196,0.030864197530864196,0.06172839506172839,0.04938271604938271,0.09259259259259259,100
leader,129,0.3488372093023256,0.6511627906976745,41,19,26,43,0,5,0,1,9,54.39732558139536,39975.65999999997,4.693479289485192,1.9266453014028806,0.6666666666666666,0.125,0.03125,0.0625,0.1015625,0.0390625,0.0390625,0.015625,0.0546875,0.0390625,0.0234375,0.0625,0.078125,0.1171875,0.0546875,0.0546875,0.1015625,95
leader,118,0.3050847457627119,0.6949152542372882,36,16,20,46,0,6,0,1,9,52.603474576271196,36479.37999999995,4.663231385362494,1.8772217618339337,0.6779661016949152,0.07692307692307693,0.05128205128205128,0.06837606837606838,0.1111111111111111,0.03418803418803419,0.03418803418803419,0.008547008547008548,0.05982905982905983,0.042735042735042736,0.008547008547008548,0.05128205128205128,0.05982905982905983,0.15384615384615385,0.042735042735042736,0.042735042735042736,0.15384615384615385,105
leader,130,0.3,0.7,40,24,15,51,0,7,0,0,9,52.39500000000001,39920.559999999976,4.498955383052627,1.8622656962017137,0.6076923076923076,0.12403100775193798,0.031007751937984496,0.06201550387596899,0.09302325581395349,0.03875968992248062,0.06201550387596899,0.007751937984496124,0.07751937984496124,0.03875968992248062,0.015503875968992248,0.023255813953488372,0.03875968992248062,0.10852713178294573,0.07751937984496124,0.023255813953488372,0.17829457364341086,97
leader,137,0.46715328467153283,0.5328467153284672,40,29,35,33,0,4,0,1,8,59.24828467153285,42475.23999999996,4.914075318551897,1.9903789137189438,0.6934306569343066,0.09558823529411764,0.029411764705882353,0.09558823529411764,0.0661764705882353,0.07352941176470588,0.04411764705882353,0.04411764705882353,0.051470588235294115,0.058823529411764705,0.08823529411764706,0.07352941176470588,0.03676470588235294,0.0661764705882353,0.04411764705882353,0.04411764705882353,0.08823529411764706,74
leader,118,0.2288135593220339,0.7711864406779662,52,14,13,39,0,7,0,0,11,49.4763559322034,36478.57999999995,4.23105823222728,1.7643190059414589,0.5677966101694916,0.2222222222222222,0.042735042735042736,0.06837606837606838,0.10256410256410256,0.03418803418803419,0.03418803418803419,0,0.05128205128205128,0.03418803418803419,0,0.03418803418803419,0.042735042735042736,0.1452991452991453,0.042735042735042736,0.008547008547008548,0.13675213675213677,90
leader,128,0.453125,0.546875,35,30,28,35,0,6,0,1,9,58.673125000000006,39502.27999999998,5.01136504182638,1.993261977562374,0.765625,0.07874015748031496,0.06299212598425197,0.08661417322834646,0.047244094488188976,0.08661417322834646,0.031496062992125984,0.047244094488188976,0.07086614173228346,0.03937007874015748,0.07874015748031496,0.031496062992125984,0.07086614173228346,0.07086614173228346,0.05511811023622047,0.05511811023622047,0.08661417322834646,100
leader,120,0.3333333333333333,0.6666666666666666,34,19,21,46,0,6,0,1,8,53.76166666666667,37049.70999999997,4.4939427079182686,1.9068333021508832,0.65,0.08403361344537816,0.05042016806722689,0.058823529411764705,0.09243697478991597,0.05042016806722689,0.03361344537815126,0.025210084033613446,0.05042016806722689,0.058823529411764705,0.03361344537815126,0.03361344537815126,0.05042016806722689,0.09243697478991597,0.04201680672268908,0.05042016806722689,0.19327731092436976,77
leader,128,0.5,0.5,33,32,32,31,0,4,0,1,11,60.595000000000006,39554.29999999997,4.773269803731142,1.9996477221810773,0.8125,0.06299212598425197,0.07086614173228346,0.06299212598425197,0.06299212598425197,0.10236220472440945,0.03937007874015748,0.05511811023622047,0.05511811023622047,0.06299212598425197,0.07086614173228346,0.031496062992125984,0.07874015748031496,0.031496062992125984,0.06299212598425197,0.10236220472440945,0.047244094488188976,94
leader,134,0.5373134328358209,0.4626865671641791,26,34,38,36,0,8,0,1,8,62.12485074626866,41436.39999999999,4.788754913993502,1.986061467793896,0.7238805970149254,0.06015037593984962,0.06766917293233082,0.05263157894736842,0.015037593984962405,0.06015037593984962,0.045112781954887216,0.08270676691729323,0.06766917293233082,0.045112781954887216,0.10526315789473684,0.06015037593984962,0.07518796992481203,0.03007518796992481,0.03759398496240601,0.09022556390977443,0.10526315789473684,96
leader,138,0.4492753623188406,0.5507246376811594,40,29,33,36,0,6,0,1,9,58.51528985507247,42729.38999999997,4.88204510813686,1.9901122926843553,0.644927536231884,0.12408759124087591,0.0364963503649635,0.058394160583941604,0.072992700729927,0.043795620437956206,0.058394160583941604,0.058394160583941604,0.051094890510948905,0.06569343065693431,0.058394160583941604,0.072992700729927,0.043795620437956206,0.051094890510948905,0.058394160583941604,0.051094890510948905,0.0948905109489051,93
leader,133,0.48872180451127817,0.5112781954887218,29,28,37,39,0,6,0,1,9,60.13259398496241,41224.309999999976,4.925118550357138,1.9848474900860666,0.6766917293233082,0.07575757575757576,0.030303030303030304,0.06060606060606061,0.045454545454545456,0.022727272727272728,0.06060606060606061,0.06818181818181818,0.06060606060606061,0.06818181818181818,0.06818181818181818,0.06818181818181818,0.07575757575757576,0.045454545454545456,0.05303030303030303,0.08333333333333333,0.11363636363636363,81
leader,118,0.3305084745762712,0.6694915254237288,36,17,22,43,0,7,0,1,8,53.64584745762713,36514.40999999997,4.37489516746925,1.9077189102483687,0.6949152542372882,0.09401709401709402,0.042735042735042736,0.07692307692307693,0.08547008547008547,0.03418803418803419,0.02564102564102564,0.02564102564102564,0.05982905982905983,0.05982905982905983,0.05128205128205128,0.017094017094017096,0.05982905982905983,0.11965811965811966,0.02564102564102564,0.05982905982905983,0.1623931623931624,87
leader,139,0.4172661870503597,0.5827338129496403,38,21,37,43,0,7,0,1,7,57.202913669064756,43235.699999999975,4.735199727655047,1.9553506384093233,0.7050359712230215,0.08695652173913043,0.043478260869565216,0.09420289855072464,0.050724637681159424,0.036231884057971016,0.021739130434782608,0.043478260869565216,0.050724637681159424,0.07246376811594203,0.050724637681159424,0.057971014492753624,0.08695652173913043,0.07246376811594203,0.036231884057971016,0.07246376811594203,0.12318840579710146,114
leader,111,0.46846846846846846,0.5315315315315315,26,26,26,33,0,7,0,1,7,59.30220720720721,34259.86999999995,4.682162149295792,1.9917194343335818,0.7747747747747747,0.03636363636363636,0.045454545454545456,0.08181818181818182,0.06363636363636363,0.07272727272727272,0.02727272727272727,0.06363636363636363,0.07272727272727272,0.045454545454545456,0.09090909090909091,0.045454545454545456,0.05454545454545454,0.08181818181818182,0.06363636363636363,0.045454545454545456,0.10909090909090909,56
leader,118,0.5084745762711864,0.4915254237288136,29,27,33,29,0,6,0,1,7,60.94245762711865,36576.38999999997,4.580023372597455,1.9961187594072496,0.7372881355932204,0.06837606837606838,0.05128205128205128,0.05982905982905983,0.06837606837606838,0.07692307692307693,0.05128205128205128,0.05128205128205128,0.05128205128205128,0.09401709401709402,0.07692307692307693,0.05982905982905983,0.05128205128205128,0.008547008547008548,0.042735042735042736,0.1111111111111111,0.07692307692307693,60
leader,120,0.49166666666666664,0.5083333333333333,23,27,32,38,0,5,0,1,11,60.25333333333334,37105.62999999998,4.803055907333275,1.9748478201203419,0.6916666666666667,0.05042016806722689,0.03361344537815126,0.05042016806722689,0.058823529411764705,0.05042016806722689,0.05042016806722689,0.08403361344537816,0.03361344537815126,0.04201680672268908,0.10084033613445378,0.05042016806722689,0.07563025210084033,0.04201680672268908,0.04201680672268908,0.08403361344537816,0.15126050420168066,58
leader,76,0.4342105263157895,0.5657894736842105,24,19,14,19,0,4,0,0,6,57.897631578947376,23400.00999999998,4.4838561897747224,1.9747260076939743,0.75,0.12,0.09333333333333334,0.08,0.013333333333333334,0.08,0.02666666666666667,0.05333333333333334,0.09333333333333334,0.013333333333333334,0.06666666666666667,0.02666666666666667,0.08,0.10666666666666667,0.05333333333333334,0.02666666666666667,0.06666666666666667,12
leader,71,0.4225352112676056,0.5774647887323944,25,14,16,16,0,5,0,1,7,57.41894366197184,22013.16999999998,4.023136955868886,1.9610235469247583,0.704225352112676,0.17142857142857143,0.05714285714285714,0.07142857142857142,0.04285714285714286,0.05714285714285714,0.02857142857142857,0.02857142857142857,0.08571428571428572,0.05714285714285714,0.07142857142857142,0.04285714285714286,0.05714285714285714,0.07142857142857142,0.02857142857142857,0.08571428571428572,0.04285714285714286,35
leader,84,0.47619047619047616,0.5238095238095238,25,17,23,19,0,3,0,1,5,59.61880952380953,26097.749999999967,4.378783493486175,1.9835576514649111,0.7261904761904762,0.0963855421686747,0.060240963855421686,0.0963855421686747,0.04819277108433735,0.07228915662650602,0.04819277108433735,0.012048192771084338,0.07228915662650602,0.04819277108433735,0.060240963855421686,0.08433734939759036,0.07228915662650602,0.08433734939759036,0.03614457831325301,0.07228915662650602,0.03614457831325301,13
leader,69,0.4782608695652174,0.5217391304347826,18,14,19,18,0,4,0,1,7,59.70369565217392,21416.70999999998,4.349648912578752,1.9906854463990702,0.7101449275362319,0.10294117647058823,0.029411764705882353,0.07352941176470588,0.058823529411764705,0.014705882352941176,0.058823529411764705,0.07352941176470588,0.058823529411764705,0.058823529411764705,0.04411764705882353,0.07352941176470588,0.10294117647058823,0.08823529411764706,0.058823529411764705,0.058823529411764705,0.04411764705882353,12
leader,131,0.4198473282442748,0.5801526717557252,26,26,29,50,0,7,0,1,17,57.30874045801527,40418.72999999998,4.422514534731628,1.9380251107681936,0.6030534351145038,0.08461538461538462,0.023076923076923078,0.05384615384615385,0.038461538461538464,0.015384615384615385,0.038461538461538464,0.06923076923076923,0.07692307692307693,0.046153846153846156,0.08461538461538462,0.046153846153846156,0.046153846153846156,0.046153846153846156,0.05384615384615385,0.05384615384615385,0.2230769230769231,114
leader,127,0.3700787401574803,0.6220472440944882,37,22,25,42,0,22,1,0,22,55.2682283464567,38956.95999999997,3.7235588714548897,1.9500497120763631,0.31746031746031744,0.1984126984126984,0.023809523809523808,0.06349206349206349,0.007936507936507936,0.023809523809523808,0.1111111111111111,0,0.031746031746031744,0.07142857142857142,0,0.10317460317460317,0.023809523809523808,0,0.031746031746031744,0.031746031746031744,0.2619047619047619,412
leader,174,0.43103448275862066,0.5689655172413793,47,41,34,52,0,29,0,0,31,57.76741379310345,53588.26999999995,3.4038683856712995,1.9824727477795405,0.25287356321839083,0.2138728323699422,0.046242774566473986,0.005780346820809248,0.005780346820809248,0.046242774566473986,0.13872832369942195,0.028901734104046242,0.023121387283236993,0.005780346820809248,0.03468208092485549,0.13872832369942195,0.017341040462427744,0,0.017341040462427744,0.023121387283236993,0.2543352601156069,906
leader,218,0.43119266055045874,0.5688073394495413,50,56,38,74,0,29,0,0,37,57.77389908256882,66874.62000000002,3.1783528327730055,1.9593518491284831,0.18807339449541285,0.19815668202764977,0.004608294930875576,0.018433179723502304,0.009216589861751152,0.004608294930875576,0.21658986175115208,0.004608294930875576,0.03225806451612903,0.013824884792626729,0.009216589861751152,0.12442396313364056,0.027649769585253458,0.009216589861751152,0.027649769585253458,0.027649769585253458,0.271889400921659,1370
leader,73,0.5068493150684932,0.4931506849315068,18,19,18,18,0,5,0,1,7,60.875821917808224,22533.39999999998,4.418295834054489,1.9995975337661407,0.6438356164383562,0.05555555555555555,0.041666666666666664,0.041666666666666664,0.1111111111111111,0.027777777777777776,0.1388888888888889,0.08333333333333333,0.013888888888888888,0.08333333333333333,0.027777777777777776,0.08333333333333333,0.05555555555555555,0.06944444444444445,0.05555555555555555,0.041666666666666664,0.06944444444444445,24
miRNA,70,0.4142857142857143,0.5857142857142857,17,16,13,24,0,4,0,0,8,57.08071428571429,21531.73999999998,4.349648912578752,1.9631160933107135,0.7142857142857143,0.057971014492753624,0.07246376811594203,0.057971014492753624,0.057971014492753624,0.043478260869565216,0.07246376811594203,0.028985507246376812,0.08695652173913043,0.07246376811594203,0.014492753623188406,0.014492753623188406,0.07246376811594203,0.07246376811594203,0.07246376811594203,0.07246376811594203,0.13043478260869565,27
miRNA,80,0.4875,0.5125,17,19,20,24,0,4,0,1,7,60.0825,24703.74999999997,4.315824333525707,1.9884886827406263,0.7125,0.05063291139240506,0.02531645569620253,0.06329113924050633,0.0759493670886076,0.0379746835443038,0.10126582278481013,0.05063291139240506,0.05063291139240506,0.06329113924050633,0.02531645569620253,0.06329113924050633,0.10126582278481013,0.06329113924050633,0.08860759493670886,0.0759493670886076,0.06329113924050633,34
miRNA,74,0.3918918918918919,0.6081081081081081,17,13,16,28,0,4,0,1,7,56.16256756756758,22868.58999999998,4.418295834054489,1.9365003594843162,0.7027027027027027,0.0547945205479452,0.0410958904109589,0.0684931506849315,0.0684931506849315,0.0136986301369863,0.0684931506849315,0.0136986301369863,0.0684931506849315,0.0410958904109589,0.0273972602739726,0.0410958904109589,0.1095890410958904,0.1232876712328767,0.0410958904109589,0.0958904109589041,0.1232876712328767,37
miRNA,74,0.5135135135135135,0.4864864864864865,14,17,21,22,0,3,0,0,10,61.14905405405406,22906.589999999982,4.418295834054489,1.977885815650075,0.7297297297297297,0.0684931506849315,0.0410958904109589,0.0136986301369863,0.0547945205479452,0.0273972602739726,0.0547945205479452,0.0958904109589041,0.0547945205479452,0.0410958904109589,0.0684931506849315,0.0684931506849315,0.1095890410958904,0.0547945205479452,0.0684931506849315,0.1095890410958904,0.0684931506849315,33
miRNA,73,0.4246575342465753,0.5753424657534246,16,15,16,26,0,4,0,1,6,57.5059589041096,22525.35999999998,4.334962500721156,1.9594849478417136,0.7534246575342466,0.041666666666666664,0.027777777777777776,0.041666666666666664,0.1111111111111111,0.05555555555555555,0.041666666666666664,0,0.1111111111111111,0.041666666666666664,0.05555555555555555,0.06944444444444445,0.05555555555555555,0.08333333333333333,0.06944444444444445,0.1111111111111111,0.08333333333333333,41
miRNA,126,0.3888888888888889,0.6111111111111112,42,25,24,35,0,5,0,1,9,56.03944444444445,38932.009999999944,4.802915339393916,1.9603137162661257,0.6825396825396826,0.128,0.064,0.08,0.064,0.088,0.04,0,0.072,0.08,0.032,0.04,0.04,0.04,0.064,0.064,0.104,98
miRNA,194,0.4690721649484536,0.5309278350515464,42,42,49,61,0,5,0,1,7,59.326958762886605,59987.259999999995,5.183364648336088,1.9821271542160084,0.711340206185567,0.03626943005181347,0.031088082901554404,0.09326424870466321,0.05699481865284974,0.04145077720207254,0.06217616580310881,0.02072538860103627,0.09326424870466321,0.06735751295336788,0.07253886010362694,0.06735751295336788,0.046632124352331605,0.06735751295336788,0.05181347150259067,0.07253886010362694,0.11917098445595854,119
miRNA,181,0.5469613259668509,0.4530386740331492,33,47,52,49,0,3,0,1,9,62.52041436464089,55951.61999999998,5.006238928653389,1.9800982093337032,0.7237569060773481,0.05,0.044444444444444446,0.05555555555555555,0.03333333333333333,0.03888888888888889,0.06111111111111111,0.05555555555555555,0.10555555555555556,0.07222222222222222,0.07222222222222222,0.08333333333333333,0.05555555555555555,0.022222222222222223,0.08333333333333333,0.08888888888888889,0.07777777777777778,67
miRNA,80,0.525,0.475,12,19,23,26,0,4,0,1,13,61.620000000000005,24733.709999999977,4.286790198827112,1.947133964574091,0.725,0,0.0379746835443038,0.0759493670886076,0.0379746835443038,0.05063291139240506,0.06329113924050633,0.0379746835443038,0.0759493670886076,0.06329113924050633,0.0379746835443038,0.08860759493670886,0.10126582278481013,0.0379746835443038,0.10126582278481013,0.0759493670886076,0.11392405063291139,26
miRNA,112,0.45535714285714285,0.5446428571428571,22,28,23,39,0,4,0,0,7,58.76464285714286,34422.89999999997,4.533249311341009,1.9601580921239217,0.7678571428571429,0.02702702702702703,0.04504504504504504,0.08108108108108109,0.04504504504504504,0.06306306306306306,0.04504504504504504,0.02702702702702703,0.11711711711711711,0.036036036036036036,0.07207207207207207,0.036036036036036036,0.06306306306306306,0.07207207207207207,0.09009009009009009,0.06306306306306306,0.11711711711711711,70
miRNA,283,0.4028268551236749,0.5971731448763251,84,61,53,85,0,4,0,1,7,56.610901060070674,87253.90000000014,5.244391878315174,1.9711329609650763,0.7173144876325088,0.0851063829787234,0.07092198581560284,0.06028368794326241,0.08156028368794327,0.08156028368794327,0.05673758865248227,0.02127659574468085,0.05319148936170213,0.06028368794326241,0.0425531914893617,0.028368794326241134,0.05673758865248227,0.0673758865248227,0.04609929078014184,0.07801418439716312,0.1099290780141844,204
miRNA,150,0.37333333333333335,0.6266666666666667,41,32,24,53,0,6,0,1,15,55.40166666666667,46118.47999999996,4.958562939644917,1.9402952485058893,0.72,0.06040268456375839,0.04697986577181208,0.06040268456375839,0.10738255033557047,0.06711409395973154,0.06040268456375839,0,0.087248322147651,0.06040268456375839,0.026845637583892617,0.03355704697986577,0.040268456375838924,0.08053691275167785,0.08053691275167785,0.06711409395973154,0.12080536912751678,181
